timestamp	voltage	current	windspeed	pitch	rpm	temperature	pressure_amb	humidity	g_x	g_y	g_z	dummy_a	dummy_b	dummy_c	dummy_d	dummy_e
7725973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7740973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7755973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7770973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7785973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7800973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7815973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7830973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7845973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7860973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7875973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7890973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7905973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7920973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7935973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7950973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7965973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7980973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
7995973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8010973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8025973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8040973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8055973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8070973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8085973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8100973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8115973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8130973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8145973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8160973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8175973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8190973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8205973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8220973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8235973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8250973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8265973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8280973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8295973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8310973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8325973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8340973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8355973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8370973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8385973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8400973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8415973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8430973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8445973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8460973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8475973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8490973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8505973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8520973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8535973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8550973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8565973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8580973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8595973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8610973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8625973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8640973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8655973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8670973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8685973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8700973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8715973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8730973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8745973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8760973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8775973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8790973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8805973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8820973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8835973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8850973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8865973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8880973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8895973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8910973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8925973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8940973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8955973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8970973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
8985973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9000973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9015973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9030973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9045973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9060973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9075973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9090973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9105973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9120973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9135973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9150973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9165973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9180973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9195973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9210973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9225973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9240973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9255973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9270973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9285973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9300973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9315973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9330973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9345973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9360973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9375973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9390973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9405973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9420973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9435973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9450973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9465973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9480973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9495973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9510973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9525973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9540973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9555973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9570973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9585973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9600973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9615973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9630973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9645973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9660973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9675973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9690973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9705973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9720973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9735973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9750973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9765973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9780973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9795973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9810973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9825973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9840973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9855973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9870973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9885973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9900973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9915973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9930973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9945973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9960973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9975973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
9990973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10005973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10020973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10035973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10050973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10065973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10080973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10095973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10110973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10125973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10140973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10155973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10170973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10185973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10200973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10215973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10230973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10245973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10260973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10275973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10290973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10305973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10320973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10335973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10350973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10365973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10380973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10395973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10410973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10425973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10440973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10455973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10470973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10485973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10500973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10515973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10530973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10545973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10560973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10575973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10590973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10605973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10620973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10635973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10650973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10665973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10680973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10695973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10710973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10725973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10740973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10755973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10770973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
10785973	0	0	0	-26225	0	230	101300000	1000	0	0	-1	101300000	101300000	101300000	101300000	101300000
